,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,S5_PM10,S5_CO,S7_PM10,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,S10_PM10,S10_PM25,S10_CO,S11_PM10,S12_CO,S13_PM10,S13_PM25,S13_SO2,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3
7597,48.52,29.79,5.76,103.32,185.25,81.93,47.95,28.59,9.34,1947.63,10.32,26.35,882.11,37.45,16.38,3.37,81.98,125.05,43.07,3.22,2.23,1275.78,31.37,551.97,3.89,3.03,1.62,36.86,5.66,3.48,95.56,156.54,60.98,15.71,3.06,85.62,202.18,116.56,85.75,39.9,6.85,3.67,91.46,144.94,53.48,25.54
7598,48.19,29.92,6.33,112.62,195.01,82.39,56.01,29.58,9.05,1734.17,15.13,24.68,969.45,39.53,25.69,2.81,42.2,55.18,12.98,2.52,2.05,1261.09,21.96,660.16,6.39,4.99,1.7,63.66,6.86,3.45,108.24,171.48,63.24,20.02,4.08,24.77,33.82,9.05,32.2,66.42,9.33,3.98,93.67,150.34,56.66,28.03
7599,43.82,31.17,6.11,97.08,154.12,57.04,57.2,24.63,9.05,1831.28,7.09,31.93,773.69,43.78,44.63,3.02,27.01,33.0,5.99,2.75,1.6,1358.55,16.13,654.76,20.19,4.47,1.8,62.71,6.67,3.44,107.73,156.14,48.41,29.41,4.66,29.25,39.47,10.22,33.28,70.32,10.51,3.65,76.0,107.54,31.54,29.65
7600,38.39,34.31,6.34,107.54,171.99,64.45,64.24,24.49,9.17,1887.56,6.3,41.0,759.98,44.53,52.84,2.98,42.89,48.64,5.75,2.44,1.43,1614.64,25.18,674.02,39.98,3.14,1.79,50.84,7.74,3.38,105.33,143.35,38.02,27.24,4.47,29.54,39.24,9.69,27.51,59.2,13.65,3.78,59.58,76.97,17.39,33.05
7601,44.85,28.89,6.43,107.32,163.96,56.64,71.61,27.26,9.53,2287.74,5.28,31.75,965.7,48.09,54.25,3.3,81.85,103.86,22.01,2.46,0.78,1395.3,36.84,1195.81,36.37,4.63,2.09,48.9,12.83,3.3,94.02,119.11,25.09,26.98,4.12,40.97,53.63,12.66,18.02,46.6,12.51,3.91,92.03,137.95,45.92,15.16
7602,59.86,41.32,6.82,97.39,138.35,40.96,76.49,31.21,9.27,2494.68,6.09,35.91,1246.14,48.81,60.48,3.27,102.08,163.99,61.91,2.51,0.82,1416.33,60.49,1230.63,55.42,3.12,2.0,35.51,10.02,3.4,104.8,138.49,33.69,32.6,4.05,47.98,68.13,20.15,13.62,73.12,9.26,4.75,127.5,221.95,94.44,10.5
7603,65.12,48.64,6.55,102.91,149.02,46.11,67.07,27.51,9.07,2447.62,4.62,55.8,1463.89,44.2,88.33,3.27,70.98,96.56,25.58,2.1,0.95,1477.17,114.01,1784.08,44.79,2.62,2.43,39.2,8.2,3.32,96.11,123.47,27.36,37.81,4.52,77.51,124.84,47.33,5.5,107.01,18.02,4.71,131.75,243.98,112.23,9.21
7604,71.76,61.54,7.11,105.45,159.08,53.63,61.59,28.63,9.27,2583.8,5.05,58.07,1944.54,36.19,82.87,3.23,82.31,119.48,37.17,2.49,1.01,1355.23,179.29,3389.79,40.59,4.19,2.69,27.61,11.17,3.59,105.05,143.38,38.33,45.26,4.69,88.15,155.46,67.31,4.12,109.05,24.08,5.01,159.31,321.24,161.93,10.29
7605,83.31,66.34,6.39,91.06,121.54,30.48,62.2,32.28,9.13,2616.09,5.81,58.54,1689.73,28.43,79.6,3.13,95.84,156.32,60.48,2.05,1.31,1262.11,177.75,1884.75,46.37,2.94,2.83,19.66,10.0,3.55,113.18,172.51,59.33,49.76,4.11,71.8,117.72,45.92,4.38,113.85,27.56,5.5,171.19,370.34,199.15,8.92
7606,84.98,42.91,6.62,123.02,205.14,82.12,62.38,29.98,8.82,2170.08,7.26,54.72,1185.92,23.84,81.96,3.05,56.45,71.99,15.54,2.23,1.39,1251.76,183.39,1256.69,44.89,2.85,2.34,20.6,8.42,3.33,70.43,97.86,27.43,48.42,3.88,23.57,34.31,10.75,21.92,110.22,41.13,4.84,137.34,279.8,142.46,12.84
7607,69.71,59.71,6.7,125.52,213.26,87.74,49.3,21.47,8.4,2001.62,8.46,43.28,640.53,19.61,56.05,3.26,58.66,77.37,18.71,2.67,0.84,1222.9,155.08,528.27,32.83,2.91,2.15,24.82,7.35,3.11,58.2,77.23,19.04,38.37,3.83,52.4,66.2,13.81,15.3,86.55,40.19,3.77,30.06,38.89,8.84,35.45
7608,69.44,46.85,6.65,85.1,123.69,38.59,36.21,16.27,8.26,1799.7,9.69,30.71,743.51,14.29,52.47,2.84,42.95,49.21,6.26,2.56,0.43,1243.53,110.41,398.18,18.11,2.12,1.39,18.38,7.28,3.21,63.88,84.12,20.24,29.47,3.88,52.74,68.04,15.3,11.84,62.71,28.14,3.49,42.78,51.32,8.54,27.43
7609,66.62,48.13,5.92,42.13,49.44,7.31,28.99,12.73,8.17,1698.3,15.85,27.92,679.29,10.76,44.41,3.02,39.68,44.64,4.96,2.75,0.21,1197.91,104.3,301.38,13.01,1.91,1.25,13.34,7.11,3.08,72.96,87.13,14.17,22.3,3.79,29.96,36.8,6.84,18.92,48.53,19.91,3.54,41.97,49.25,7.27,27.13
7610,58.02,44.6,5.61,39.15,44.12,4.97,25.12,11.25,8.28,1524.45,12.9,21.12,613.6,8.15,37.58,2.23,30.59,33.68,3.09,2.64,0.83,1176.11,67.74,221.04,11.48,3.4,1.22,10.09,6.46,3.4,56.31,81.28,24.97,16.0,3.36,27.4,35.26,7.86,21.58,34.8,14.53,3.13,42.81,50.35,7.54,30.41
7611,35.65,28.68,5.62,31.24,34.79,3.55,18.8,12.12,8.07,1422.93,14.1,15.74,549.98,6.12,32.4,2.41,29.04,31.47,2.43,2.26,1.17,1185.08,43.04,192.31,8.32,2.97,1.19,7.38,5.87,3.33,34.49,48.69,14.2,11.6,3.22,9.49,14.33,4.84,35.9,28.7,10.6,2.85,19.18,24.89,5.7,42.26
7612,24.42,22.94,4.81,27.56,32.28,4.72,16.99,12.32,8.1,1295.69,15.3,11.6,506.51,4.28,36.4,2.4,23.23,25.19,1.96,2.41,1.5,1200.4,50.15,127.82,8.65,2.63,1.24,5.64,5.47,3.35,34.35,45.18,10.83,8.26,3.22,6.31,10.52,4.21,38.24,21.58,7.47,2.84,17.85,23.44,5.59,39.63
7613,26.7,15.76,4.45,16.38,18.08,1.7,18.05,9.52,7.94,1215.27,16.35,11.69,528.58,3.48,26.18,2.28,17.68,19.35,1.67,2.27,1.25,1198.16,35.56,185.71,7.69,4.0,1.26,5.73,3.98,3.37,29.68,37.3,7.62,6.2,3.37,5.47,9.36,3.89,39.28,15.1,5.23,2.89,20.1,25.76,5.65,37.19
7614,24.02,12.21,4.5,18.63,20.11,1.48,13.89,8.04,7.78,1199.46,17.24,9.43,544.73,2.97,20.17,2.22,15.51,16.98,1.47,1.25,1.16,1207.95,25.92,156.29,6.07,2.71,1.28,4.92,2.82,3.59,26.08,32.49,6.41,4.76,3.36,8.13,13.46,5.33,37.51,10.79,3.81,2.94,21.59,27.45,5.86,37.27
7615,18.86,10.71,4.57,16.88,17.48,0.6,10.85,6.65,8.05,1318.15,10.62,7.64,564.18,2.35,17.39,2.31,17.78,19.87,2.09,1.68,1.24,1233.39,26.58,162.6,5.44,2.32,1.32,4.57,2.93,3.49,38.12,52.61,14.49,3.46,3.3,14.74,21.46,6.72,32.84,7.84,2.8,3.0,29.7,36.52,6.82,33.71
7616,16.73,8.85,4.62,14.91,15.51,0.6,9.52,5.54,8.34,1674.84,6.6,5.46,557.96,2.33,12.42,2.26,39.06,44.35,5.29,1.94,1.0,1304.62,19.27,286.35,6.09,3.4,1.38,4.64,2.66,3.62,73.1,103.06,29.96,2.89,3.38,23.34,30.26,6.92,27.01,5.49,1.96,2.85,32.11,39.46,7.35,34.27
7617,18.11,6.67,4.88,23.95,25.57,1.62,10.49,6.89,8.72,1867.75,6.8,4.67,715.84,2.09,12.02,2.42,57.39,71.72,14.33,2.15,0.54,1343.47,20.29,799.17,9.19,2.64,1.54,4.2,2.01,3.64,94.51,130.19,35.68,2.91,3.19,43.38,61.98,18.6,21.12,4.36,1.38,3.29,76.24,114.53,38.3,18.63
7618,22.42,5.98,4.8,47.56,53.44,5.88,14.0,8.83,8.69,1895.24,8.06,4.45,951.56,1.83,14.85,2.52,66.84,88.46,21.62,1.99,0.89,1404.42,53.88,1056.3,12.56,2.62,1.61,6.28,5.05,3.88,107.53,167.64,60.1,2.4,3.43,34.18,47.61,13.44,26.44,3.78,0.96,3.25,92.11,152.54,60.43,18.53
7619,22.77,5.52,4.74,75.98,97.92,21.94,20.25,7.71,8.98,1922.55,7.65,9.07,908.55,1.68,11.03,2.38,61.09,84.49,23.4,2.33,1.6,1409.44,33.63,962.79,8.25,3.86,1.8,15.69,5.31,3.86,99.74,151.28,51.53,3.15,3.58,14.4,23.93,9.53,41.14,2.78,0.67,3.64,93.84,162.54,68.7,20.83
7620,18.94,8.08,4.8,72.82,93.48,20.66,31.08,7.14,8.88,1796.53,9.64,11.9,657.51,1.22,9.74,2.65,63.11,87.57,24.46,2.7,0.93,1476.56,23.54,684.89,8.39,3.09,1.73,11.18,5.37,3.81,40.82,59.83,19.02,3.1,3.6,13.63,23.19,9.56,42.7,4.38,0.85,3.28,42.53,64.95,22.42,38.45
7621,20.61,10.4,5.44,67.6,85.64,18.04,35.13,8.19,8.41,1639.26,12.56,9.4,563.68,1.29,13.05,2.57,54.26,74.11,19.85,4.45,2.23,1491.64,16.45,393.21,7.61,2.67,1.73,8.58,5.06,3.88,18.19,26.21,8.02,2.25,3.73,14.38,25.81,11.43,43.13,6.41,1.13,3.36,34.06,52.52,18.46,47.74
7622,25.94,19.04,5.72,40.24,48.91,8.67,33.65,9.28,8.5,1609.55,16.98,7.4,636.87,2.55,16.09,2.82,23.22,28.34,5.12,3.3,2.09,1294.15,11.54,259.12,8.26,6.04,1.74,21.22,4.49,3.84,18.14,27.41,9.27,3.32,3.73,16.94,27.46,10.52,47.0,5.93,0.96,3.51,26.94,41.06,14.13,52.79
7623,23.74,21.46,5.24,22.56,27.31,4.75,30.46,7.41,8.77,1592.98,16.08,5.62,626.46,3.63,12.59,2.3,26.32,31.02,4.7,2.19,2.42,1339.61,8.12,294.12,8.43,3.93,1.65,14.86,5.14,3.75,21.38,32.81,11.43,3.63,3.57,13.34,20.92,7.59,49.15,5.62,0.67,3.34,25.96,40.02,14.07,57.58
7624,18.9,14.54,5.04,17.69,20.55,2.86,22.06,6.4,9.19,1644.8,16.3,4.7,592.24,3.17,11.36,2.46,25.24,29.7,4.46,4.79,1.98,1314.99,6.44,323.28,8.63,2.83,1.62,10.4,5.56,3.81,24.1,33.19,9.09,3.18,3.71,12.96,21.67,8.72,51.28,4.18,0.47,3.28,29.88,44.52,14.64,58.45
7625,16.08,10.4,5.3,21.17,25.53,4.36,20.07,5.14,9.13,1690.69,13.57,9.46,658.58,2.52,8.04,2.76,24.91,27.44,2.53,3.64,1.79,1319.04,5.13,289.46,10.43,3.84,1.57,8.09,4.95,3.8,34.14,52.74,18.6,2.79,4.05,15.04,26.9,11.87,52.95,3.16,0.68,3.33,29.57,42.02,12.45,56.65
7626,13.62,8.77,5.31,19.04,22.37,3.33,20.92,5.7,9.02,1850.98,8.46,8.25,657.42,2.0,8.16,2.4,26.19,29.13,2.94,1.92,0.98,1370.11,4.66,337.75,20.72,2.27,1.56,29.24,4.37,3.9,39.88,56.2,16.31,2.21,4.19,21.55,33.94,12.39,48.94,2.37,0.81,3.45,48.88,64.6,15.72,45.94
7627,12.42,8.56,5.12,26.48,32.76,6.28,18.9,8.56,9.39,2123.06,6.26,5.88,781.96,1.4,11.69,2.92,56.39,64.03,7.64,1.83,0.49,1569.14,4.27,927.31,21.56,2.35,1.74,20.47,3.96,3.93,76.59,95.03,18.43,1.59,3.77,41.54,55.74,14.2,37.87,2.34,0.65,3.38,57.78,76.59,18.81,37.82
7628,21.04,7.34,5.34,41.5,48.79,7.29,26.65,10.54,9.34,2529.48,5.88,12.82,907.81,0.98,11.63,2.69,99.65,140.34,40.69,1.79,0.26,1570.01,8.42,3266.57,19.53,3.36,2.24,14.4,3.67,4.27,142.68,211.0,68.31,3.67,4.25,101.81,158.82,57.02,8.11,5.83,0.67,3.52,110.54,171.09,60.55,17.78
7629,33.05,6.18,5.15,84.53,109.46,24.93,35.45,15.94,9.36,2674.11,5.37,10.82,1361.38,0.7,15.72,3.38,114.17,178.28,64.11,2.35,0.96,1717.5,44.04,6256.95,27.46,3.09,2.38,13.25,3.56,4.73,169.38,294.16,124.78,21.36,5.03,160.33,338.84,178.51,4.49,18.57,0.8,4.26,153.86,299.98,146.12,16.68
7630,34.14,21.68,5.29,112.01,164.81,52.8,39.31,20.84,9.1,2278.99,5.67,18.12,2153.1,1.0,21.37,3.48,134.6,237.78,103.18,2.33,1.48,1811.71,85.58,6789.41,45.02,2.99,3.27,44.1,5.32,4.97,188.05,363.68,175.63,50.52,4.65,118.17,236.94,118.77,3.84,31.15,1.52,4.61,155.06,317.08,162.01,16.64
7631,45.06,30.76,5.01,101.84,155.91,54.07,39.5,17.46,8.67,2091.68,5.45,45.56,2386.51,2.88,24.35,3.67,158.69,305.96,147.27,2.18,1.05,1702.37,97.51,6521.01,44.06,2.71,2.94,65.01,9.86,5.38,218.41,454.62,236.22,54.58,4.31,107.62,208.32,100.7,3.76,42.78,1.82,4.45,149.36,311.45,162.09,16.35
7632,54.67,33.48,4.83,86.8,123.88,37.08,38.71,17.59,8.33,1963.75,5.4,53.55,2463.05,3.84,21.9,3.83,182.39,379.27,196.88,1.9,1.85,1675.54,120.05,6161.56,71.82,2.55,3.66,60.05,7.83,5.22,197.44,407.11,209.66,53.62,4.67,141.72,315.54,173.82,4.0,59.35,6.36,3.86,113.61,215.73,102.11,16.43
7633,47.31,29.51,5.09,97.63,147.63,50.0,35.91,23.51,8.23,1912.32,5.21,57.58,3230.79,3.57,26.88,3.88,172.08,366.56,194.48,1.68,1.76,1729.28,151.86,4695.0,57.63,2.18,3.3,70.23,7.28,4.26,97.58,179.93,82.35,56.02,4.77,141.23,326.34,185.1,3.95,54.24,13.47,3.36,92.8,159.16,66.36,16.38
7634,38.06,18.76,5.44,118.9,203.84,84.94,32.31,25.29,8.47,1751.97,5.18,63.04,3302.75,3.64,35.78,4.09,176.56,382.19,205.63,1.39,1.38,1497.76,141.24,3414.93,61.25,2.23,3.5,56.58,14.04,3.13,69.18,113.26,44.08,55.4,4.04,127.12,290.97,163.85,3.6,44.74,13.34,3.25,81.92,143.59,61.67,16.49
7635,38.74,22.53,5.37,90.85,139.98,49.13,29.03,23.95,8.6,1718.54,5.68,67.65,2704.84,2.88,36.51,3.39,144.09,293.83,149.74,2.3,1.94,1274.12,153.11,2277.5,36.12,1.8,3.4,36.88,10.77,3.22,64.86,99.1,34.24,52.81,3.92,110.55,246.8,136.25,3.42,51.59,9.41,3.96,94.61,191.0,96.38,16.36
7636,53.68,22.15,5.18,108.44,195.5,87.06,26.51,18.8,8.69,1745.08,5.18,76.03,2663.8,2.5,39.04,3.73,132.22,281.87,149.65,3.76,3.04,1260.38,140.68,1952.71,46.11,1.84,3.37,27.09,9.14,3.1,64.91,98.71,33.8,42.12,3.75,100.74,228.74,127.99,3.57,52.69,8.19,3.4,83.72,151.7,67.98,16.5
7637,62.05,15.76,4.3,74.4,113.92,39.52,28.6,16.07,8.76,1613.74,5.6,70.54,2497.28,2.52,41.02,3.51,115.02,242.23,127.21,2.21,1.75,1320.11,125.23,1167.93,47.52,2.21,3.19,25.74,8.17,3.22,60.02,88.48,28.46,33.29,3.63,95.33,213.43,118.1,3.43,43.22,7.23,2.93,54.87,78.2,23.33,16.36
7638,62.92,27.9,4.43,65.2,95.86,30.66,33.04,13.65,8.63,1601.94,5.48,60.61,1765.84,2.25,39.37,3.48,109.53,226.79,117.26,2.38,1.57,1292.28,94.27,905.15,40.34,2.5,3.21,18.02,6.63,3.03,49.22,74.72,25.5,33.33,3.39,63.55,121.83,58.28,3.25,34.76,5.05,2.99,50.32,75.81,25.5,16.16
7639,53.37,40.73,4.31,53.42,67.69,14.27,24.33,15.58,8.61,1652.66,5.6,60.94,1591.8,1.7,39.74,2.93,86.59,167.33,80.74,1.74,1.16,1307.45,93.59,880.93,44.71,2.64,2.84,12.61,5.69,3.23,63.29,111.27,47.98,27.91,3.28,55.95,95.88,39.93,3.76,29.49,3.58,3.63,96.82,213.35,116.53,16.31
7640,45.13,36.85,3.82,47.53,55.08,7.55,21.15,19.19,8.91,2015.85,5.28,41.85,1588.71,1.75,35.2,2.93,71.92,124.81,52.89,1.79,1.83,1416.88,87.52,1232.5,36.46,2.74,3.14,9.02,5.46,3.41,84.46,173.73,89.27,19.76,3.27,45.51,65.47,19.96,11.34,21.3,2.56,3.07,61.77,100.78,39.02,16.36
7641,40.92,35.25,4.18,48.59,64.12,15.53,25.41,18.36,8.83,1834.53,5.85,39.06,1884.5,1.7,28.87,3.71,143.85,326.79,182.94,2.08,2.02,1462.35,60.85,2397.82,33.14,2.09,3.68,12.36,4.72,3.65,95.21,206.9,111.7,19.19,3.96,121.46,251.07,129.61,4.07,24.15,1.78,3.58,94.59,203.24,108.65,16.34
7642,35.27,33.32,4.59,77.2,139.35,62.15,31.89,16.97,8.9,1862.99,6.07,43.46,2361.18,3.7,30.81,4.13,152.97,342.69,189.72,1.18,1.14,1406.23,63.44,2672.06,29.94,2.04,3.75,27.21,4.2,3.86,114.7,253.22,138.52,16.96,4.31,136.26,305.79,169.53,4.6,31.68,3.87,4.18,156.91,369.76,212.86,17.67
7643,44.86,27.54,5.32,109.0,214.21,105.21,38.96,17.48,9.06,1950.78,7.29,51.1,2120.06,12.32,42.23,3.98,143.04,301.64,158.6,0.59,0.57,1282.29,93.49,1592.29,20.73,5.54,3.95,59.66,3.89,3.95,124.85,279.55,154.7,35.0,4.75,151.14,328.21,177.06,6.95,48.74,12.87,4.95,203.16,465.24,262.07,17.85
7644,56.65,27.35,5.77,111.8,228.94,117.14,45.3,13.9,9.55,2091.03,7.93,72.02,1443.98,16.39,50.29,3.37,139.52,267.86,128.34,1.08,0.85,1260.93,66.7,1322.46,15.01,8.37,3.48,59.37,4.64,3.38,71.72,141.17,69.45,72.44,4.38,29.28,44.68,15.39,33.59,77.7,23.81,4.39,179.82,366.08,186.26,20.84
7645,57.83,41.18,6.11,110.89,219.19,108.3,44.78,12.02,9.47,1928.44,11.04,53.62,1050.0,16.52,50.72,3.39,124.81,215.04,90.23,1.99,1.64,1282.56,38.47,1192.58,17.16,5.3,2.69,67.56,6.12,3.81,102.73,171.18,68.46,62.81,8.48,20.11,31.51,11.4,40.48,79.57,28.39,3.68,100.28,166.16,65.89,29.45
7646,78.81,24.59,6.79,107.6,194.69,87.09,45.33,9.33,9.07,1844.46,13.52,43.31,841.34,18.66,53.79,3.24,104.76,160.6,55.84,2.02,1.51,1272.49,30.34,833.48,11.09,6.74,2.49,67.7,26.85,3.79,71.35,101.08,29.74,46.14,7.48,22.06,34.1,12.04,42.3,69.68,24.24,3.66,64.64,100.09,35.45,38.71
7647,89.43,53.2,6.58,82.22,126.11,43.89,42.77,12.23,9.07,1765.58,11.66,36.51,696.16,16.73,49.33,2.96,68.34,93.09,24.75,2.3,1.76,1264.14,33.61,623.73,8.93,5.41,2.31,53.03,35.78,3.59,51.28,77.17,25.89,40.46,6.32,20.44,30.8,10.36,43.89,60.68,17.09,3.67,63.27,93.98,30.71,40.17
7648,71.94,69.7,6.11,62.52,84.62,22.1,44.69,18.64,9.47,1882.32,10.06,32.95,715.54,17.25,46.64,2.92,62.1,81.88,19.78,2.7,0.99,1265.3,28.28,538.67,20.97,4.29,2.33,42.94,27.16,3.58,46.2,69.15,22.95,31.07,6.71,23.59,35.84,12.26,46.22,45.75,12.16,3.65,54.68,78.83,24.15,45.51
7649,57.84,39.07,5.8,41.86,52.2,10.34,49.58,15.88,9.76,2028.84,8.49,27.75,719.67,15.82,40.1,3.01,65.5,83.29,17.79,2.57,1.18,1258.41,30.04,676.94,17.79,5.71,2.3,46.47,23.52,3.51,46.87,68.45,21.58,22.18,6.04,22.81,32.68,9.86,51.21,40.38,8.57,3.74,48.68,67.06,18.38,48.93
7650,50.9,32.69,6.05,35.92,43.05,7.13,48.89,16.35,9.94,2465.65,5.95,32.03,754.41,11.13,39.95,2.97,74.55,91.02,16.47,2.65,1.28,1419.55,31.57,796.4,39.59,3.89,2.38,32.77,17.36,3.56,63.76,87.2,23.44,16.34,6.02,40.49,54.49,14.0,38.58,43.71,6.51,3.52,59.61,77.48,17.88,40.23
7651,44.79,27.48,5.8,36.11,43.53,7.42,52.86,21.75,10.02,2872.24,6.11,29.3,961.71,9.61,40.65,3.15,106.25,151.19,44.94,2.76,1.51,1703.2,28.78,2978.98,42.04,2.26,2.58,22.98,13.05,3.78,116.98,163.89,46.9,11.83,5.55,81.36,121.41,40.05,15.7,39.16,5.05,3.74,92.71,124.22,31.51,24.33
7652,34.47,17.1,6.0,47.64,55.39,7.75,58.94,26.1,10.29,3753.88,5.73,25.82,1188.59,11.57,40.86,3.76,177.41,330.8,153.39,2.34,2.27,1450.23,46.93,6624.32,60.55,3.38,2.94,16.13,10.04,4.36,191.86,337.22,145.35,18.49,6.02,191.81,412.08,220.28,4.34,34.53,3.54,4.99,204.81,429.12,224.31,16.96
7653,33.37,11.54,5.86,117.49,178.04,60.55,73.06,38.03,11.31,5178.0,6.04,27.62,2603.91,11.5,47.51,4.72,235.25,486.17,250.92,1.27,2.53,1353.97,45.28,6904.47,68.12,2.38,3.85,13.59,7.93,4.87,240.82,483.16,242.35,49.59,5.29,197.5,426.2,228.7,4.38,59.27,6.05,5.73,243.82,538.56,294.75,16.72
7654,50.97,20.92,6.63,237.32,493.01,255.69,93.68,39.8,11.05,4870.22,6.53,41.19,2583.95,9.23,44.54,3.07,65.18,82.08,16.9,1.91,2.08,1311.09,77.19,6448.6,86.08,2.0,3.75,42.07,6.54,4.08,141.52,261.21,119.69,62.38,4.51,133.32,250.38,117.06,4.14,94.44,19.52,6.21,221.41,486.74,265.32,16.62
7655,73.78,47.23,7.04,289.28,644.91,355.63,102.24,33.86,11.07,5220.11,6.2,51.14,1882.17,7.95,36.05,3.17,68.93,84.02,15.09,1.9,1.61,1308.66,130.26,5320.85,65.9,3.56,4.17,43.69,7.24,3.81,106.01,189.03,83.02,59.57,3.77,103.98,172.61,68.63,4.07,96.17,25.01,4.35,159.2,322.07,162.87,16.34
7656,55.84,51.46,7.37,326.55,752.25,425.7,105.32,38.78,11.12,5332.45,5.26,48.23,2558.36,6.34,32.51,2.78,72.64,92.83,20.19,1.05,1.71,1296.44,198.98,4146.75,73.03,3.26,3.7,31.03,5.98,3.72,104.14,194.21,90.07,57.19,3.61,101.8,176.06,74.26,3.72,91.42,17.5,5.89,194.87,441.01,246.14,16.47
7657,63.22,25.35,6.08,164.94,335.95,171.01,102.26,37.8,10.38,4596.77,5.6,45.74,3367.45,5.0,32.86,5.0,246.78,548.69,301.91,1.94,1.61,1289.04,235.87,3774.61,70.4,3.06,4.69,35.4,5.69,3.78,103.81,187.63,83.82,51.7,3.8,100.6,180.33,79.73,3.59,90.15,20.75,5.72,181.46,418.35,236.89,16.54
7658,66.28,62.25,5.38,108.76,189.64,80.88,95.44,32.47,10.05,4150.95,5.63,43.66,2631.19,6.41,56.46,4.65,239.48,545.62,306.14,6.75,5.88,1240.27,208.43,3092.26,64.44,3.65,4.8,45.7,10.92,4.01,109.41,202.1,92.69,42.88,3.72,74.55,113.58,39.03,3.43,98.59,29.37,5.54,183.17,433.23,250.06,16.62
7659,90.99,63.23,5.09,114.1,204.55,90.45,88.07,34.05,9.77,3655.98,5.3,46.65,4163.09,7.77,70.11,5.71,239.15,542.39,303.24,10.66,9.98,1223.0,206.9,2605.31,82.25,2.74,5.91,38.27,8.6,3.8,75.02,123.05,48.02,41.41,3.98,114.41,237.15,122.74,3.94,119.06,37.31,5.59,190.38,461.26,270.88,16.64
7660,75.4,66.14,5.07,83.93,130.93,47.0,78.87,27.29,9.2,3115.67,5.46,59.7,4156.47,6.41,70.63,5.05,224.94,521.44,296.5,9.21,9.44,1223.92,203.83,1524.38,86.81,2.2,5.93,27.54,7.99,3.63,77.5,130.41,52.91,41.93,3.98,121.53,269.71,148.19,3.52,119.13,49.71,4.94,161.35,384.03,222.68,16.38
7662,57.95,53.31,5.05,79.62,132.35,52.73,63.19,29.15,9.08,2623.07,5.37,64.72,3377.53,4.62,70.85,3.42,135.31,287.45,152.14,3.35,2.93,1236.67,165.72,880.81,80.7,2.43,5.14,19.71,5.73,3.82,84.56,162.17,77.6,40.53,3.4,83.14,176.69,93.56,3.45,104.5,39.89,3.49,108.05,235.4,127.35,16.2
7663,43.89,41.18,4.71,65.06,97.91,32.85,51.44,28.17,9.13,2430.61,4.77,64.66,1961.78,3.87,61.1,3.35,106.41,209.05,102.64,1.68,1.46,1255.12,174.77,681.46,58.56,2.02,3.91,26.02,5.64,4.01,84.72,165.32,80.6,35.82,3.27,67.61,134.7,67.09,3.62,83.94,39.41,3.83,119.75,261.18,141.43,16.51
7664,43.46,33.26,4.68,68.15,111.11,42.96,47.82,27.18,9.86,3210.02,5.63,44.27,1043.02,3.52,43.81,3.37,119.6,247.15,127.55,0.83,0.73,1290.64,151.68,628.77,34.72,2.35,3.71,37.28,5.35,4.41,113.17,238.78,125.61,25.29,3.34,72.78,140.77,67.99,3.26,69.11,31.83,3.22,104.23,212.66,108.43,16.21
7665,50.84,35.0,4.68,87.56,161.26,73.7,57.8,21.41,10.39,3551.33,6.46,42.05,1803.27,2.81,37.71,3.09,124.12,246.16,122.04,0.98,1.68,1386.6,99.16,1166.84,39.57,2.57,2.76,29.01,4.64,4.7,148.68,324.18,175.51,26.62,3.61,93.91,187.75,93.83,3.73,68.25,28.57,3.18,130.43,256.93,126.49,16.73
7666,51.24,47.69,5.45,117.19,243.79,126.6,60.84,15.3,10.56,3325.25,6.64,31.66,1067.74,2.33,37.02,4.41,215.83,483.57,267.74,5.03,1.99,1341.22,106.37,1746.62,31.69,2.77,2.83,43.76,4.2,4.72,154.1,333.17,179.07,31.21,4.53,135.97,290.78,154.81,4.46,61.76,30.81,3.49,160.4,328.92,168.52,17.22
7667,54.74,53.42,6.0,172.01,376.86,204.85,59.34,15.19,10.43,3017.15,6.57,30.59,969.97,1.98,42.78,3.96,159.12,317.97,158.85,3.07,1.11,1603.45,70.09,1841.28,22.68,4.67,2.81,56.06,4.82,4.19,131.91,254.17,122.26,44.73,4.63,82.81,149.86,67.05,13.79,62.93,26.43,3.67,122.83,223.13,100.31,17.73
7668,70.4,61.8,6.66,179.89,392.94,213.05,59.41,23.24,9.78,2759.43,6.79,30.33,744.77,5.41,51.68,3.77,116.46,207.14,90.68,1.53,0.55,1440.0,43.37,1252.38,32.69,3.75,2.5,38.32,4.77,3.81,104.28,181.64,77.36,52.76,3.85,33.43,51.1,17.67,28.53,70.89,21.23,3.28,79.73,117.62,37.89,20.29
7669,79.88,58.68,6.12,109.22,194.47,85.25,63.47,30.9,9.7,2709.5,6.16,31.96,834.32,11.3,49.83,3.16,85.88,135.07,49.19,1.48,0.28,1418.09,63.63,1397.97,39.68,2.86,2.55,46.04,7.88,3.76,111.41,182.17,70.76,41.45,3.47,47.28,67.31,20.03,23.28,67.81,20.71,3.17,93.54,153.4,59.86,18.52
